binomial,clade1,clade2,clade4,clade7,clade8,clade9,clade
Lophuromys luteogaster,0,0,1,0,0,0,4
Lophuromys medicaudatus,0,0,1,0,0,0,4
Lophuromys melanonyx,0,0,1,0,0,0,4
Lophuromys nudicaudus,0,0,1,0,0,0,4
Lophuromys rahmi,0,0,1,0,0,0,4
Lophuromys roseveari,0,0,1,0,0,0,4
Lophuromys sikapusi,0,0,1,0,0,0,4
Lophuromys woosnami,0,0,1,0,0,0,4
Lorentzimys nouhuysi,0,0,1,0,0,0,4
Loris lydekkerianus,0,0,0,1,0,0,7
Loris tardigradus,0,0,0,1,0,0,7
Loxodontomys micropus,0,0,1,0,0,0,4
Loxodontomys pikumche,0,0,1,0,0,0,4
Lundomys molitor,0,0,1,0,0,0,4
Lutra lutra,0,0,0,0,0,1,9
Lutra sumatrana,0,0,0,0,0,1,9
Lutreolina crassicaudata,1,0,0,0,0,0,1
Lutrogale perspicillata,0,0,0,0,0,1,9
Lyncodon patagonicus,0,0,0,0,0,1,9
Lynx canadensis,0,0,0,0,0,1,9
Lynx lynx,0,0,0,0,0,1,9
Macaca arctoides,0,0,0,1,0,0,7
Macaca assamensis,0,0,0,1,0,0,7
Macaca fascicularis,0,0,0,1,0,0,7
Macaca fuscata,0,0,0,1,0,0,7
Macaca hecki,0,0,0,1,0,0,7
Macaca leonina,0,0,0,1,0,0,7
Macaca mulatta,0,0,0,1,0,0,7
Macaca munzala,0,0,0,1,0,0,7
Macaca nemestrina,0,0,0,1,0,0,7
Macaca nigra,0,0,0,1,0,0,7
Macaca nigrescens,0,0,0,1,0,0,7
Macaca ochreata,0,0,0,1,0,0,7
Macaca radiata,0,0,0,1,0,0,7
Macaca silenus,0,0,0,1,0,0,7
Macaca sinica,0,0,0,1,0,0,7
Macaca thibetana,0,0,0,1,0,0,7
Macaca tonkeana,0,0,0,1,0,0,7
Macroglossus minimus,0,0,0,0,0,1,9
Macroglossus sobrinus,0,0,0,0,0,1,9
Macrophyllum macrophyllum,0,0,0,0,0,1,9
Macropus agilis,1,0,0,0,0,0,1
Macropus antilopinus,1,0,0,0,0,0,1
Macropus bernardus,1,0,0,0,0,0,1
Macropus dorsalis,1,0,0,0,0,0,1
Macropus parma,1,0,0,0,0,0,1
Macropus parryi,1,0,0,0,0,0,1
Macropus rufogriseus,1,0,0,0,0,0,1
Macroscelides proboscideus,0,1,0,0,0,0,2
Macrotarsomys bastardi,0,0,1,0,0,0,4
Macrotarsomys ingens,0,0,1,0,0,0,4
Macrotarsomys petteri,0,0,1,0,0,0,4
Macrotus californicus,0,0,0,0,0,1,9
Macrotus waterhousii,0,0,0,0,0,1,9
Macruromys elegans,0,0,1,0,0,0,4
Macruromys major,0,0,1,0,0,0,4
Madromys blanfordi,0,0,1,0,0,0,4
Makalata didelphoides,0,0,1,0,0,0,4
Makalata macrura,0,0,1,0,0,0,4
Malacomys cansdalei,0,0,1,0,0,0,4
Malacomys edwardsi,0,0,1,0,0,0,4
Malacomys longipes,0,0,1,0,0,0,4
Malacothrix typica,0,0,1,0,0,0,4
Mallomys aroaensis,0,0,1,0,0,0,4
Mallomys gunung,0,0,1,0,0,0,4
Mallomys istapantap,0,0,1,0,0,0,4
Mallomys rothschildi,0,0,1,0,0,0,4
Mammelomys lanosus,0,0,1,0,0,0,4
Mammelomys rattoides,0,0,1,0,0,0,4
Mandrillus leucophaeus,0,0,0,1,0,0,7
Mandrillus sphinx,0,0,0,1,0,0,7
Manis crassicaudata,0,0,0,0,0,1,9
Manis culionensis,0,0,0,0,0,1,9
Manis javanica,0,0,0,0,0,1,9
Manis pentadactyla,0,0,0,0,0,1,9
Margaretamys beccarii,0,0,1,0,0,0,4
Margaretamys elegans,0,0,1,0,0,0,4
Margaretamys parvus,0,0,1,0,0,0,4
Marmosa andersoni,1,0,0,0,0,0,1
Marmosa lepida,1,0,0,0,0,0,1
Marmosa mexicana,1,0,0,0,0,0,1
Marmosa murina,1,0,0,0,0,0,1
Marmosa quichua,1,0,0,0,0,0,1
Marmosa robinsoni,1,0,0,0,0,0,1
Marmosa rubra,1,0,0,0,0,0,1
Marmosa tyleriana,1,0,0,0,0,0,1
Marmosa xerophila,1,0,0,0,0,0,1
Marmosops bishopi,1,0,0,0,0,0,1
Marmosops cracens,1,0,0,0,0,0,1
Marmosops creightoni,1,0,0,0,0,0,1
Marmosops fuscatus,1,0,0,0,0,0,1
Marmosops handleyi,1,0,0,0,0,0,1
Marmosops impavidus,1,0,0,0,0,0,1
Marmosops incanus,1,0,0,0,0,0,1
Marmosops invictus,1,0,0,0,0,0,1
Marmosops juninensis,1,0,0,0,0,0,1
Marmosops neblina,1,0,0,0,0,0,1
Marmosops noctivagus,1,0,0,0,0,0,1
Marmosops ocellatus,1,0,0,0,0,0,1
Marmosops parvidens,1,0,0,0,0,0,1
Marmosops paulensis,1,0,0,0,0,0,1
Marmosops pinheiroi,1,0,0,0,0,0,1
Marmota bobak,0,0,1,0,0,0,4
Marmota broweri,0,0,1,0,0,0,4
Marmota caligata,0,0,1,0,0,0,4
Marmota camtschatica,0,0,1,0,0,0,4
Marmota flaviventris,0,0,1,0,0,0,4
Marmota himalayana,0,0,1,0,0,0,4
Marmota marmota,0,0,1,0,0,0,4
Marmota monax,0,0,1,0,0,0,4
Marmota sibirica,0,0,1,0,0,0,4
Martes americana,0,0,0,0,0,1,9
Martes foina,0,0,0,0,0,1,9
Martes martes,0,0,0,0,0,1,9
Martes melampus,0,0,0,0,0,1,9
Martes pennanti,0,0,0,0,0,1,9
Massoutiera mzabi,0,0,1,0,0,0,4
Mastomys awashensis,0,0,1,0,0,0,4
Mastomys coucha,0,0,1,0,0,0,4
Mastomys erythroleucus,0,0,1,0,0,0,4
Mastomys huberti,0,0,1,0,0,0,4
Mastomys kollmannspergeri,0,0,1,0,0,0,4
Mastomys natalensis,0,0,1,0,0,0,4
Mastomys pernanus,0,0,1,0,0,0,4
Mastomys shortridgei,0,0,1,0,0,0,4
Maxomys alticola,0,0,1,0,0,0,4
Maxomys baeodon,0,0,1,0,0,0,4
Maxomys bartelsii,0,0,1,0,0,0,4
Maxomys dollmani,0,0,1,0,0,0,4
Maxomys hellwaldii,0,0,1,0,0,0,4
Maxomys hylomyoides,0,0,1,0,0,0,4
Maxomys inas,0,0,1,0,0,0,4
Maxomys inflatus,0,0,1,0,0,0,4
Maxomys moi,0,0,1,0,0,0,4
Maxomys musschenbroekii,0,0,1,0,0,0,4
Maxomys ochraceiventer,0,0,1,0,0,0,4
Maxomys pagensis,0,0,1,0,0,0,4
Maxomys panglima,0,0,1,0,0,0,4
Maxomys rajah,0,0,1,0,0,0,4
Maxomys surifer,0,0,1,0,0,0,4
Maxomys wattsi,0,0,1,0,0,0,4
Maxomys whiteheadi,0,0,1,0,0,0,4
Mazama americana,0,0,0,0,0,1,9
Mazama bricenii,0,0,0,0,0,1,9
Mazama chunyi,0,0,0,0,0,1,9
Mazama gouazoubira,0,0,0,0,0,1,9
Mazama nana,0,0,0,0,0,1,9
Mazama nemorivaga,0,0,0,0,0,1,9
Mazama pandora,0,0,0,0,0,1,9
Mazama rufina,0,0,0,0,0,1,9
Mazama temama,0,0,0,0,0,1,9
Megadendromus nikolausi,0,0,1,0,0,0,4
Megaderma lyra,0,0,0,0,0,1,9
Megaderma spasma,0,0,0,0,0,1,9
Megadontomys cryophilus,0,0,1,0,0,0,4
Megadontomys nelsoni,0,0,1,0,0,0,4
Megadontomys thomasi,0,0,1,0,0,0,4
Megaerops ecaudatus,0,0,0,0,0,1,9
Megaerops kusnotoi,0,0,0,0,0,1,9
Megaerops niphanae,0,0,0,0,0,1,9
Megaerops wetmorei,0,0,0,0,0,1,9
Megaloglossus woermanni,0,0,0,0,0,1,9
Megasorex gigas,0,0,0,0,1,0,8
Melanomys caliginosus,0,0,1,0,0,0,4
Melanomys robustulus,0,0,1,0,0,0,4
Melanomys zunigae,0,0,1,0,0,0,4
Melasmothrix naso,0,0,1,0,0,0,4
Meles anakuma,0,0,0,0,0,1,9
Meles leucurus,0,0,0,0,0,1,9
Meles meles,0,0,0,0,0,1,9
Mellivora capensis,0,0,0,0,0,1,9
Melogale everetti,0,0,0,0,0,1,9
Melogale moschata,0,0,0,0,0,1,9
Melogale orientalis,0,0,0,0,0,1,9
Melogale personata,0,0,0,0,0,1,9
Melomys aerosus,0,0,1,0,0,0,4
Melomys arcium,0,0,1,0,0,0,4
Melomys bannisteri,0,0,1,0,0,0,4
Melomys bougainville,0,0,1,0,0,0,4
Melomys burtoni,0,0,1,0,0,0,4
Melomys capensis,0,0,1,0,0,0,4
Melomys caurinus,0,0,1,0,0,0,4
Melomys cervinipes,0,0,1,0,0,0,4
Melomys cooperae,0,0,1,0,0,0,4
Melomys dollmani,0,0,1,0,0,0,4
Melomys fraterculus,0,0,1,0,0,0,4
Melomys frigicola,0,0,1,0,0,0,4
Melomys fulgens,0,0,1,0,0,0,4
Melomys howi,0,0,1,0,0,0,4
Melomys leucogaster,0,0,1,0,0,0,4
Melomys lutillus,0,0,1,0,0,0,4
Melomys matambuai,0,0,1,0,0,0,4
Melomys obiensis,0,0,1,0,0,0,4
Melomys paveli,0,0,1,0,0,0,4
Melomys rubicola,0,0,1,0,0,0,4
Melomys rufescens,0,0,1,0,0,0,4
Melomys talaudium,0,0,1,0,0,0,4
Melonycteris fardoulisi,0,0,0,0,0,1,9
Melonycteris melanops,0,0,0,0,0,1,9
Melonycteris woodfordi,0,0,0,0,0,1,9
Melursus ursinus,0,0,0,0,0,1,9
Menetes berdmorei,0,0,1,0,0,0,4
Mephitis macroura,0,0,0,0,0,1,9
Mephitis mephitis,0,0,0,0,0,1,9
Meriones arimalius,0,0,1,0,0,0,4
Meriones chengi,0,0,1,0,0,0,4
Meriones crassus,0,0,1,0,0,0,4
Meriones dahli,0,0,1,0,0,0,4
Meriones grandis,0,0,1,0,0,0,4
Meriones hurrianae,0,0,1,0,0,0,4
Meriones libycus,0,0,1,0,0,0,4
Meriones meridianus,0,0,1,0,0,0,4
Meriones persicus,0,0,1,0,0,0,4
Meriones rex,0,0,1,0,0,0,4
Meriones sacramenti,0,0,1,0,0,0,4
Meriones shawi,0,0,1,0,0,0,4
Meriones tamariscinus,0,0,1,0,0,0,4
Meriones tristrami,0,0,1,0,0,0,4
Meriones unguiculatus,0,0,1,0,0,0,4
Meriones vinogradovi,0,0,1,0,0,0,4
Meriones zarudnyi,0,0,1,0,0,0,4
Mesechinus dauuricus,0,0,0,0,1,0,8
Mesechinus hughi,0,0,0,0,1,0,8
Mesembriomys macrurus,0,0,1,0,0,0,4
Mesocapromys angelcabrerai,0,0,1,0,0,0,4
Mesocricetus auratus,0,0,1,0,0,0,4
Mesocricetus brandti,0,0,1,0,0,0,4
Mesocricetus newtoni,0,0,1,0,0,0,4
Mesocricetus raddei,0,0,1,0,0,0,4
Mesomys hispidus,0,0,1,0,0,0,4
Mesomys leniceps,0,0,1,0,0,0,4
Mesomys occultus,0,0,1,0,0,0,4
Mesomys stimulax,0,0,1,0,0,0,4
Mesophylla macconnelli,0,0,0,0,0,1,9
Metachirus nudicaudatus,1,0,0,0,0,0,1
Mico acariensis,0,0,0,1,0,0,7
Mico argentatus,0,0,0,1,0,0,7
Mico emiliae,0,0,0,1,0,0,7
Mico humeralifer,0,0,0,1,0,0,7
Mico intermedius,0,0,0,1,0,0,7
Mico leucippe,0,0,0,1,0,0,7
Mico marcai,0,0,0,1,0,0,7
Mico mauesi,0,0,0,1,0,0,7
Mico melanurus,0,0,0,1,0,0,7
Mico nigriceps,0,0,0,1,0,0,7
Mico rondoni,0,0,0,1,0,0,7
Mico saterei,0,0,0,1,0,0,7
Microakodontomys transitorius,0,0,1,0,0,0,4
Microcavia australis,0,0,1,0,0,0,4
Microcavia niata,0,0,1,0,0,0,4
Microcavia shiptoni,0,0,1,0,0,0,4
Microcebus bongolavensis,0,0,0,1,0,0,7
Microcebus griseorufus,0,0,0,1,0,0,7
Microcebus jollyae,0,0,0,1,0,0,7
Microcebus lehilahytsara,0,0,0,1,0,0,7
Microcebus mamiratra,0,0,0,1,0,0,7
Microcebus mittermeieri,0,0,0,1,0,0,7
Microcebus murinus,0,0,0,1,0,0,7
Microcebus myoxinus,0,0,0,1,0,0,7
Microcebus ravelobensis,0,0,0,1,0,0,7
Microcebus rufus,0,0,0,1,0,0,7
Microcebus sambiranensis,0,0,0,1,0,0,7
Microcebus simmonsi,0,0,0,1,0,0,7
Microcebus tavaratra,0,0,0,1,0,0,7
Microdillus peeli,0,0,1,0,0,0,4
Microdipodops megacephalus,0,0,1,0,0,0,4
Microdipodops pallidus,0,0,1,0,0,0,4
Microgale brevicaudata,0,1,0,0,0,0,2
Microgale cowani,0,1,0,0,0,0,2
Microgale dobsoni,0,1,0,0,0,0,2
Microgale drouhardi,0,1,0,0,0,0,2
Microgale dryas,0,1,0,0,0,0,2
Microgale fotsifotsy,0,1,0,0,0,0,2
Microgale gracilis,0,1,0,0,0,0,2
Microgale gymnorhyncha,0,1,0,0,0,0,2
Microgale jenkinsae,0,1,0,0,0,0,2
Microgale jobihely,0,1,0,0,0,0,2
Microgale longicaudata,0,1,0,0,0,0,2
Microgale majori,0,1,0,0,0,0,2
Microgale monticola,0,1,0,0,0,0,2
Microgale nasoloi,0,1,0,0,0,0,2
Microgale parvula,0,1,0,0,0,0,2
Microgale principula,0,1,0,0,0,0,2
Microgale pusilla,0,1,0,0,0,0,2
Microgale soricoides,0,1,0,0,0,0,2
Microgale taiva,0,1,0,0,0,0,2
Microgale talazaci,0,1,0,0,0,0,2
Microgale thomasi,0,1,0,0,0,0,2
Microhydromys richardsoni,0,0,1,0,0,0,4
Micromys minutus,0,0,1,0,0,0,4
Micronycteris brosseti,0,0,0,0,0,1,9
Micronycteris hirsuta,0,0,0,0,0,1,9
Micronycteris matses,0,0,0,0,0,1,9
Micronycteris megalotis,0,0,0,0,0,1,9
Micronycteris microtis,0,0,0,0,0,1,9
Micronycteris minuta,0,0,0,0,0,1,9
Micronycteris sanborni,0,0,0,0,0,1,9
Micronycteris schmidtorum,0,0,0,0,0,1,9
Microperoryctes aplini,1,0,0,0,0,0,1
Microperoryctes longicauda,1,0,0,0,0,0,1
Microperoryctes murina,1,0,0,0,0,0,1
Microperoryctes papuensis,1,0,0,0,0,0,1
Micropotamogale lamottei,0,1,0,0,0,0,2
Micropotamogale ruwenzorii,0,1,0,0,0,0,2
Micropteropus intermedius,0,0,0,0,0,1,9
Micropteropus pusillus,0,0,0,0,0,1,9
Microryzomys altissimus,0,0,1,0,0,0,4
Microryzomys minutus,0,0,1,0,0,0,4
Microsciurus alfari,0,0,1,0,0,0,4
Microsciurus flaviventer,0,0,1,0,0,0,4
Microsciurus mimulus,0,0,1,0,0,0,4
Microsciurus santanderensis,0,0,1,0,0,0,4
Microtus agrestis,0,0,1,0,0,0,4
Microtus anatolicus,0,0,1,0,0,0,4
Microtus arvalis,0,0,1,0,0,0,4
Microtus bavaricus,0,0,1,0,0,0,4
Microtus brachycercus,0,0,1,0,0,0,4
Microtus cabrerae,0,0,1,0,0,0,4
Microtus californicus,0,0,1,0,0,0,4
Microtus canicaudus,0,0,1,0,0,0,4
Microtus chrotorrhinus,0,0,1,0,0,0,4
Microtus clarkei,0,0,1,0,0,0,4
Microtus daghestanicus,0,0,1,0,0,0,4
Microtus dogramacii,0,0,1,0,0,0,4
Microtus duodecimcostatus,0,0,1,0,0,0,4
Microtus evoronensis,0,0,1,0,0,0,4
Microtus felteni,0,0,1,0,0,0,4
Microtus fortis,0,0,1,0,0,0,4
Microtus gerbei,0,0,1,0,0,0,4
Microtus gregalis,0,0,1,0,0,0,4
Microtus guatemalensis,0,0,1,0,0,0,4
Microtus guentheri,0,0,1,0,0,0,4
Microtus hyperboreus,0,0,1,0,0,0,4
Microtus ilaeus,0,0,1,0,0,0,4
Microtus irani,0,0,1,0,0,0,4
Microtus kikuchii,0,0,1,0,0,0,4
Microtus levis,0,0,1,0,0,0,4
Microtus liechtensteini,0,0,1,0,0,0,4
Microtus limnophilus,0,0,1,0,0,0,4
Microtus longicaudus,0,0,1,0,0,0,4
Microtus lusitanicus,0,0,1,0,0,0,4
Microtus majori,0,0,1,0,0,0,4
Microtus maximowiczii,0,0,1,0,0,0,4
Microtus mexicanus,0,0,1,0,0,0,4
Microtus middendorffii,0,0,1,0,0,0,4
Microtus miurus,0,0,1,0,0,0,4
Microtus mongolicus,0,0,1,0,0,0,4
Microtus montanus,0,0,1,0,0,0,4
Microtus montebelli,0,0,1,0,0,0,4
Microtus mujanensis,0,0,1,0,0,0,4
Microtus multiplex,0,0,1,0,0,0,4
Microtus nasarovi,0,0,1,0,0,0,4
Microtus oaxacensis,0,0,1,0,0,0,4
Microtus ochrogaster,0,0,1,0,0,0,4
Microtus oeconomus,0,0,1,0,0,0,4
Microtus oregoni,0,0,1,0,0,0,4
Microtus paradoxus,0,0,1,0,0,0,4
Microtus pennsylvanicus,0,0,1,0,0,0,4
Microtus pinetorum,0,0,1,0,0,0,4
Microtus qazvinensis,0,0,1,0,0,0,4
Microtus quasiater,0,0,1,0,0,0,4
Microtus richardsoni,0,0,1,0,0,0,4
Microtus sachalinensis,0,0,1,0,0,0,4
Microtus savii,0,0,1,0,0,0,4
Microtus schelkovnikovi,0,0,1,0,0,0,4
Microtus schidlovskii,0,0,1,0,0,0,4
Microtus socialis,0,0,1,0,0,0,4
Microtus subterraneus,0,0,1,0,0,0,4
Microtus thomasi,0,0,1,0,0,0,4
Microtus townsendii,0,0,1,0,0,0,4
Microtus transcaspicus,0,0,1,0,0,0,4
Microtus umbrosus,0,0,1,0,0,0,4
Microtus xanthognathus,0,0,1,0,0,0,4
Millardia gleadowi,0,0,1,0,0,0,4
Millardia kathleenae,0,0,1,0,0,0,4
Millardia kondana,0,0,1,0,0,0,4
Millardia meltada,0,0,1,0,0,0,4
Mimetillus moloneyi,0,0,0,0,0,1,9
Mimon bennettii,0,0,0,0,0,1,9
Mimon cozumelae,0,0,0,0,0,1,9
Mimon crenulatum,0,0,0,0,0,1,9
Mimon koepckeae,0,0,0,0,0,1,9
Mindomys hammondi,0,0,1,0,0,0,4
Miniopterus australis,0,0,0,0,0,1,9
Miniopterus fraterculus,0,0,0,0,0,1,9
Miniopterus fuscus,0,0,0,0,0,1,9
Miniopterus gleni,0,0,0,0,0,1,9
Miniopterus griveaudi,0,0,0,0,0,1,9
Miniopterus inflatus,0,0,0,0,0,1,9
Miniopterus macrocneme,0,0,0,0,0,1,9
Miniopterus magnater,0,0,0,0,0,1,9
Miniopterus majori,0,0,0,0,0,1,9
Miniopterus manavi,0,0,0,0,0,1,9
Miniopterus medius,0,0,0,0,0,1,9
Miniopterus minor,0,0,0,0,0,1,9
Miniopterus natalensis,0,0,0,0,0,1,9
Miniopterus newtoni,0,0,0,0,0,1,9
Miniopterus paululus,0,0,0,0,0,1,9
Miniopterus petersoni,0,0,0,0,0,1,9
Miniopterus pusillus,0,0,0,0,0,1,9
Miniopterus robustior,0,0,0,0,0,1,9
Miniopterus schreibersii,0,0,0,0,0,1,9
Miniopterus shortridgei,0,0,0,0,0,1,9
Miniopterus sororculus,0,0,0,0,0,1,9
Miniopterus tristis,0,0,0,0,0,1,9
Miopithecus ogouensis,0,0,0,1,0,0,7
Miopithecus talapoin,0,0,0,1,0,0,7
Mirimiri acrodonta,0,0,0,0,0,1,9
Mirza coquereli,0,0,0,1,0,0,7
Mogera etigo,0,0,0,0,1,0,8
Mogera imaizumii,0,0,0,0,1,0,8
Mogera insularis,0,0,0,0,1,0,8
Mogera robusta,0,0,0,0,1,0,8
Mogera tokudae,0,0,0,0,1,0,8
Mogera uchidai,0,0,0,0,1,0,8
Mogera wogura,0,0,0,0,1,0,8
Molossops aequatorianus,0,0,0,0,0,1,9
Molossops mattogrossensis,0,0,0,0,0,1,9
Molossops neglectus,0,0,0,0,0,1,9
Molossops temminckii,0,0,0,0,0,1,9
Molossus aztecus,0,0,0,0,0,1,9
Molossus coibensis,0,0,0,0,0,1,9
Molossus currentium,0,0,0,0,0,1,9
Molossus molossus,0,0,0,0,0,1,9
Molossus pretiosus,0,0,0,0,0,1,9
Molossus rufus,0,0,0,0,0,1,9
Molossus sinaloae,0,0,0,0,0,1,9
Monodelphis adusta,1,0,0,0,0,0,1
Monodelphis americana,1,0,0,0,0,0,1
Monodelphis brevicaudata,1,0,0,0,0,0,1
Monodelphis dimidiata,1,0,0,0,0,0,1
Monodelphis domestica,1,0,0,0,0,0,1
Monodelphis emiliae,1,0,0,0,0,0,1
Monodelphis glirina,1,0,0,0,0,0,1
Monodelphis handleyi,0,0,0,0,0,0,0
Monodelphis iheringi,1,0,0,0,0,0,1
Monodelphis kunsi,1,0,0,0,0,0,1
Monodelphis osgoodi,1,0,0,0,0,0,1
Monodelphis palliolata,1,0,0,0,0,0,1
Monodelphis reigi,1,0,0,0,0,0,1
Monodelphis ronaldi,1,0,0,0,0,0,1
Monodelphis scalops,1,0,0,0,0,0,1
Monophyllus plethodon,0,0,0,0,0,1,9
Monophyllus redmani,0,0,0,0,0,1,9
Monticolomys koopmani,0,0,1,0,0,0,4
Mormoops blainvillei,0,0,0,0,0,1,9
Mormoops megalophylla,0,0,0,0,0,1,9
Mormopterus acetabulosus,0,0,0,0,0,1,9
Mormopterus beccarii,0,0,0,0,0,1,9
Mormopterus doriae,0,0,0,0,0,1,9
Mormopterus jugularis,0,0,0,0,0,1,9
Mormopterus kalinowskii,0,0,0,0,0,1,9
Mormopterus loriae,0,0,0,0,0,1,9
Mormopterus minutus,0,0,0,0,0,1,9
Mormopterus norfolkensis,0,0,0,0,0,1,9
Mormopterus phrudus,0,0,0,0,0,1,9
Mormopterus planiceps,0,0,0,0,0,1,9
Moschiola indica,0,0,0,0,0,1,9
Moschiola kathygre,0,0,0,0,0,1,9
Moschiola meminna,0,0,0,0,0,1,9
Moschus anhuiensis,0,0,0,0,0,1,9
Moschus berezovskii,0,0,0,0,0,1,9
Moschus chrysogaster,0,0,0,0,0,1,9
Moschus cupreus,0,0,0,0,0,1,9
Moschus fuscus,0,0,0,0,0,1,9
Moschus leucogaster,0,0,0,0,0,1,9
Moschus moschiferus,0,0,0,0,0,1,9
Mosia nigrescens,0,0,0,0,0,1,9
Mungos gambianus,0,0,0,0,0,1,9
Mungos mungo,0,0,0,0,0,1,9
Mungotictis decemlineata,0,0,0,0,0,1,9
Muntiacus atherodes,0,0,0,0,0,1,9
Muntiacus feae,0,0,0,0,0,1,9
Muntiacus gongshanensis,0,0,0,0,0,1,9
Muntiacus montanus,0,0,0,0,0,1,9
Muntiacus muntjak,0,0,0,0,0,1,9
Muntiacus puhoatensis,0,0,0,0,0,0,0
Muntiacus putaoensis,0,0,0,0,0,1,9
Muntiacus rooseveltorum,0,0,0,0,0,1,9
Muntiacus truongsonensis,0,0,0,0,0,1,9
Muntiacus vaginalis,0,0,0,0,0,1,9
Muntiacus vuquangensis,0,0,0,0,0,1,9
Murexia habbema,1,0,0,0,0,0,1
Murexia longicaudata,1,0,0,0,0,0,1
Murexia melanurus,1,0,0,0,0,0,1
Murexia naso,1,0,0,0,0,0,1
Murexia rothschildi,1,0,0,0,0,0,1
Muriculus imberbis,0,0,1,0,0,0,4
Murina aenea,0,0,0,0,0,1,9
Murina aurata,0,0,0,0,0,1,9
Murina cyclotis,0,0,0,0,0,1,9
Murina florium,0,0,0,0,0,1,9
Murina fusca,0,0,0,0,0,1,9
Murina harrisoni,0,0,0,0,0,1,9
Murina hilgendorfi,0,0,0,0,0,1,9
Murina huttoni,0,0,0,0,0,1,9
Murina leucogaster,0,0,0,0,0,1,9
Murina puta,0,0,0,0,0,1,9
Murina rozendaali,0,0,0,0,0,1,9
Murina ryukyuana,0,0,0,0,0,1,9
Murina suilla,0,0,0,0,0,1,9
Murina tenebrosa,0,0,0,0,0,1,9
Murina tubinaris,0,0,0,0,0,1,9
Murina ussuriensis,0,0,0,0,0,1,9
Mus baoulei,0,0,1,0,0,0,4
Mus booduga,0,0,1,0,0,0,4
Mus bufo,0,0,1,0,0,0,4
Mus callewaerti,0,0,1,0,0,0,4
Mus caroli,0,0,1,0,0,0,4
Mus cervicolor,0,0,1,0,0,0,4
Mus cookii,0,0,1,0,0,0,4
Mus crociduroides,0,0,1,0,0,0,4
Mus cypriacus,0,0,1,0,0,0,4
Mus famulus,0,0,1,0,0,0,4
Mus fernandoni,0,0,1,0,0,0,4
Mus fragilicauda,0,0,1,0,0,0,4
Mus goundae,0,0,1,0,0,0,4
Mus haussa,0,0,1,0,0,0,4
Mus indutus,0,0,1,0,0,0,4
Mus macedonicus,0,0,1,0,0,0,4
Mus mahomet,0,0,1,0,0,0,4
Mus mattheyi,0,0,1,0,0,0,4
Mus mayori,0,0,1,0,0,0,4
Mus minutoides,0,0,1,0,0,0,4
Mus musculoides,0,0,1,0,0,0,4
Mus musculus,0,0,1,0,0,0,4
Mus neavei,0,0,1,0,0,0,4
Mus oubanguii,0,0,1,0,0,0,4
Mus pahari,0,0,1,0,0,0,4
Mus phillipsi,0,0,1,0,0,0,4
Mus platythrix,0,0,1,0,0,0,4
Mus saxicola,0,0,1,0,0,0,4
Mus setulosus,0,0,1,0,0,0,4
Mus setzeri,0,0,1,0,0,0,4
Mus shortridgei,0,0,1,0,0,0,4
Mus sorella,0,0,1,0,0,0,4
Mus spicilegus,0,0,1,0,0,0,4
Mus spretus,0,0,1,0,0,0,4
Mus tenellus,0,0,1,0,0,0,4
Mus terricolor,0,0,1,0,0,0,4
Mus triton,0,0,1,0,0,0,4
Mus vulcani,0,0,1,0,0,0,4
Muscardinus avellanarius,0,0,1,0,0,0,4
Musonycteris harrisoni,0,0,0,0,0,1,9
Mustela africana,0,0,0,0,0,1,9
Mustela altaica,0,0,0,0,0,1,9
Mustela erminea,0,0,0,0,0,1,9
Mustela eversmanii,0,0,0,0,0,1,9
Mustela frenata,0,0,0,0,0,1,9
Mustela itatsi,0,0,0,0,0,1,9
Mustela kathiah,0,0,0,0,0,1,9
Mustela lutreola,0,0,0,0,0,1,9
Mustela lutreolina,0,0,0,0,0,1,9
Mustela nivalis,0,0,0,0,0,1,9
Mustela nudipes,0,0,0,0,0,1,9
Mustela putorius,0,0,0,0,0,1,9
Mustela sibirica,0,0,0,0,0,1,9
Mustela strigidorsa,0,0,0,0,0,1,9
Mustela subpalmata,0,0,0,0,0,1,9
Mydaus javanensis,0,0,0,0,0,1,9
Mydaus marchei,0,0,0,0,0,1,9
Mylomys dybowskii,0,0,1,0,0,0,4
Mylomys rex,0,0,1,0,0,0,4
Myocastor coypus,0,0,1,0,0,0,4
Myodes andersoni,0,0,1,0,0,0,4
Myodes californicus,0,0,1,0,0,0,4
Myodes centralis,0,0,1,0,0,0,4
Myodes gapperi,0,0,1,0,0,0,4
Myodes glareolus,0,0,1,0,0,0,4
Myodes regulus,0,0,1,0,0,0,4
Myodes rex,0,0,1,0,0,0,4
Myodes rufocanus,0,0,1,0,0,0,4
Myodes rutilus,0,0,1,0,0,0,4
Myodes shanseius,0,0,1,0,0,0,4
Myodes smithii,0,0,1,0,0,0,4
Myoictis leucura,1,0,0,0,0,0,1
Myoictis melas,1,0,0,0,0,0,1
Myoictis wallacei,1,0,0,0,0,0,1
Myoictis wavicus,1,0,0,0,0,0,1
Myomimus personatus,0,0,1,0,0,0,4
Myomimus roachi,0,0,1,0,0,0,4
Myomimus setzeri,0,0,1,0,0,0,4
Myomyscus angolensis,0,0,1,0,0,0,4
Myomyscus brockmani,0,0,1,0,0,0,4
Myomyscus verreauxii,0,0,1,0,0,0,4
Myomyscus yemeni,0,0,1,0,0,0,4
Myonycteris brachycephala,0,0,0,0,0,1,9
Myonycteris relicta,0,0,0,0,0,1,9
